id,username,lat,lon,Sentiment
541,russellfrost,33.184920500000004,-117.2397795,Positive
542,ThemeParkDuo,34.42373725,-118.5952967,Positive
543,OmariWarren,32.810012,-117.104989,Negative
544,jxsming,33.226316,-117.320879,Negative
545,HRamirezBoxing,33.9949115,-117.48099,Negative
546,momoginthehouse,33.784916499999994,-116.9794525,Negative
547,NWJS_jobs,36.638642,-119.90311,Positive
548,NWJS_jobs,37.020964,-120.644224,Positive
549,titeturtle,32.810012,-117.104989,Positive
550,killa_meow,33.9759175,-118.0188555,Negative
551,PenelopeLashone,38.28751134,-121.96746826,Positive
552,caitiebaabyyy,33.6463475,-117.671611,Positive
553,bachmanburner,33.842863,-117.851089,Negative
554,AliWunderman,37.2691755,-119.3066075,Negative
555,_kotamine,33.692542,-117.9987325,Negative
556,Jailerma,32.810012,-117.104989,Positive
557,WinnerRocky,32.810012,-117.104989,Positive
558,duchovny1231,33.615763,-117.257221,Positive
559,FeivelMinds,32.810012,-117.104989,Positive
560,jmbernicle,33.935822,-117.397616,Positive
561,tmj_LAJ_adm,32.715738,-117.1610838,Positive
562,WLWCalifornia,33.9725155,-117.721761,Positive
563,nerdygirlfitnes,32.70661187,-117.16162562,Positive
564,OuraniaSeven,33.842863,-117.851089,Positive
565,thedavidkane,37.2691755,-119.3066075,Negative
566,tmj_cao_transp,33.9522626,-117.6493515,Positive
567,tmj_CAO_secure,33.8352932,-117.9145036,Negative
568,jstorm482,33.8904245,-117.789005,Positive
569,94__MARKK,33.769045,-117.96854,Negative
570,rvchael_,33.501021,-117.1195165,Positive
571,NotTroyThomas,33.8893475,-117.9248925,Positive
572,emmthegr8,33.9248815,-117.947887,Positive
573,suzannemayfiel7,33.747313500000004,-117.993728,Positive
574,AboutAverage,33.9793435,-117.5800355,Positive
575,OmariWarren,32.810012,-117.104989,Positive
576,WestsideTy340,32.810012,-117.104989,Negative
577,lucasnthornton,32.810012,-117.104989,Positive
578,Jonzee559,37.2691755,-119.3066075,Positive
579,MsCoffe33484607,32.810012,-117.104989,Positive
580,mikeym0rfin,33.842863,-117.851089,Negative
581,russellfrost,33.184920500000004,-117.2397795,Positive
582,UNPLGD3,32.810012,-117.104989,Positive
583,emoorez15,33.320405,-117.31739,Negative
584,sae_miguel96,34.0451585,-117.603783,Negative
585,downbeatbear,33.769045,-117.96854,Negative
586,CJMPadres23,37.2691755,-119.3066075,Positive
587,Kiddie_A,37.2691755,-119.3066075,Positive
588,thedavidkane,37.2691755,-119.3066075,Positive
589,test5geo1798,37.2691755,-119.3066075,Positive
590,blankcheckblues,33.8893475,-117.9248925,Positive
591,A_Rosengreen,33.121483999999995,-117.2879235,Positive
592,towerofdaniels,33.921924000000004,-117.21792,Negative
593,CarlsbadCharlie,32.810012,-117.104989,Positive
594,aquabear22,32.810012,-117.104989,Negative
595,suzannemayfiel7,33.747313500000004,-117.993728,Positive
596,kelliwellii,33.810159,-117.824049,Positive
597,CJMPadres23,37.2691755,-119.3066075,Negative
598,LakerNationTony,33.9949115,-117.48099,Positive
599,MsCoffe33484607,32.810012,-117.104989,Positive
600,LIGHTS_nft,33.1387415,-117.1668165,Positive
601,djjjfrost,37.2691755,-119.3066075,Negative
602,blankcheckblues,33.8893475,-117.9248925,Positive
603,LakerNationTony,33.9949115,-117.48099,Negative
604,duchovny1231,33.615763,-117.257221,Negative
605,j_mestas,33.692542,-117.9987325,Negative
606,pampartydoll,33.501021,-117.1195165,Positive
607,cornett,37.2691755,-119.3066075,Negative
608,WooFFerSD,32.810012,-117.104989,Negative
609,WaspHopper,37.2691755,-119.3066075,Positive
610,94__MARKK,33.739992,-117.8874385,Negative
611,stephengjewell,32.810012,-117.104989,Positive
612,Budmanthegreat,33.1387415,-117.1668165,Negative
613,A_Rosengreen,33.121483999999995,-117.2879235,Negative
614,_brayj,32.810012,-117.104989,Negative
615,tmj_LAJ_gensci,33.1580933,-117.3505939,Positive
616,king_david_ines,34.0451585,-117.603783,Positive
617,SaintDelfino89,38.4875565,-121.3544984,Positive
618,Lu_Curtis2,32.810012,-117.104989,Positive
619,thisolddog23,33.501021,-117.1195165,Negative
620,djjjfrost,37.2691755,-119.3066075,Negative
621,russellmania19,33.739992,-117.8874385,Negative
622,BigNosedBully,32.810012,-117.104989,Positive
623,KeanuTrades,33.935822,-117.397616,Positive
624,GoddessNessi,32.810012,-117.104989,Negative
625,Sergiie,32.810012,-117.104989,Negative
626,suzannemayfiel7,33.747313500000004,-117.993728,Positive
627,pocket_vito,32.810012,-117.104989,Positive
628,leidadonnn,32.810012,-117.104989,Positive
629,laholiveira,32.810012,-117.104989,Negative
630,testgeo2021,37.2691755,-119.3066075,Positive
631,laholiveira,32.810012,-117.104989,Negative
632,jonathan_shen7,33.692542,-117.9987325,Positive
633,JustJebbie,33.8893475,-117.9248925,Negative
634,gr8scotto,37.00453324,-122.18547456,Positive
635,fasthandsCODY,32.810012,-117.104989,Positive
636,chikisTypeR,33.226316,-117.320879,Positive
637,briangee82,33.9873325,-117.6732545,Positive
638,nic0le_elaine,33.626262,-117.735682,Negative
639,filipinoJames,37.2691755,-119.3066075,Positive
640,Ahhhbeesay15,33.842863,-117.851089,Positive
641,Sergiie,32.810012,-117.104989,Negative
642,russellfrost,33.121483999999995,-117.2879235,Positive
643,michael_k_woods,37.2691755,-119.3066075,Negative
644,tmj_laj_pharm,33.0013938,-117.0735241,Positive
645,Budmanthegreat,33.1387415,-117.1668165,Negative
646,drshasta_,32.810012,-117.104989,Negative
647,CarlsbadCharlie,32.810012,-117.104989,Positive
648,_riomiyagi,33.8527355,-118.006657,Positive
649,MsS_Ceja,33.184920500000004,-117.2397795,Negative
650,pampartydoll,33.501021,-117.1195165,Positive
651,coolkingbrown,33.842863,-117.851089,Positive
652,Budmanthegreat,33.1387415,-117.1668165,Negative
653,tmj_san_edu,32.8563846,-117.2029363,Positive
654,CoachThurmond87,32.810012,-117.104989,Negative
655,_riomiyagi,33.8527355,-118.006657,Positive
656,alifarhat6_ali,32.810012,-117.104989,Positive
657,testgeo2021,37.2691755,-119.3066075,Positive
658,AgrahamBpad,33.8527355,-118.006657,Negative
659,TRACKGABE,37.2691755,-119.3066075,Negative
660,emiliehasrouty,33.547673,-117.7751835,Positive
661,DustinMPeyser,32.71029623,-117.16246567,Positive
662,DustinMPeyser,32.71029623,-117.16246567,Positive
663,tmj_sac_sales,39.1846169,-121.0277253,Positive
664,catlinhh,33.747313500000004,-117.993728,Negative
665,JustJebbie,33.8893475,-117.9248925,Negative
666,Gpo1722,32.810012,-117.104989,Positive
667,MrsTibbetts,33.7635055,-117.7957155,Positive
668,Budmanthegreat,33.1387415,-117.1668165,Negative
669,MsCoffe33484607,32.810012,-117.104989,Negative
670,kurtiskraft,37.2691755,-119.3066075,Positive
671,asl3676,32.810012,-117.104989,Negative
672,calcon2021,33.617638,-117.874032,Negative
673,HRamirezBoxing,33.9949115,-117.48099,Positive
674,lupitalowkz,32.810012,-117.104989,Negative
675,tokyomegaplex,37.2691755,-119.3066075,Positive
676,DisneyGoofballs,33.812714,-117.920256,Negative
677,JohnAGordon,32.810012,-117.104989,Negative
678,Budmanthegreat,33.1387415,-117.1668165,Positive
679,MKFPhoto,33.692542,-117.9987325,Positive
680,TRACKGABE,37.2691755,-119.3066075,Positive
681,test5geo1798,37.2691755,-119.3066075,Positive
682,SuperStar70557,32.810012,-117.104989,Negative
683,mateu_vilakazi,37.2691755,-119.3066075,Negative
684,alanmyching,33.689732,-117.7823605,Positive
685,stilltheheroes,33.689732,-117.7823605,Negative
686,jkvasager,33.121483999999995,-117.2879235,Positive
687,DeeMann17,32.810012,-117.104989,Negative
688,NokomisMichelle,32.7155,-117.1585,Positive
689,Meatwadd2,33.842863,-117.851089,Positive
690,jayylusung,32.810012,-117.104989,Positive
691,DanaGriffinNBC,32.810012,-117.104989,Positive
692,FrazerPringle,32.810012,-117.104989,Negative
693,KennyNakawaki,33.900901000000005,-118.0071635,Negative
694,phsathleticdept,37.2691755,-119.3066075,Negative
695,BlackGirlGrape,33.842863,-117.851089,Negative
696,martyparty82,33.692542,-117.9987325,Negative
697,plramirez,33.842863,-117.851089,Positive
698,myanimewaifu,37.2691755,-119.3066075,Negative
699,OfficialCrizzyy,34.0451585,-117.603783,Negative
700,Budmanthegreat,33.1387415,-117.1668165,Negative
701,thisisninab,37.2691755,-119.3066075,Positive
702,ja714,33.769045,-117.96854,Negative
703,juniorchimal,32.810012,-117.104989,Negative
704,__MNDZ,37.2691755,-119.3066075,Negative
705,blankcheckblues,33.8893475,-117.9248925,Positive
706,Pjvibes,33.8527355,-118.006657,Negative
707,matt_madali,33.7337835,-117.802135,Negative
708,SuperStar70557,32.810012,-117.104989,Negative
709,mandrews93DFS,32.810012,-117.104989,Negative
710,dcjfly,37.2691755,-119.3066075,Positive
711,threejjjays,34.0451585,-117.603783,Positive
712,DelanaCaliGrl,33.859093,-117.585658,Negative
713,DouglasGrantLi1,32.810012,-117.104989,Negative
714,DukeAlan,33.49944444,-117.66166667,Positive
715,pampartydoll,33.501021,-117.1195165,Positive
716,_ignacio22,33.769045,-117.96854,Negative
717,suzannemayfiel7,33.747313500000004,-117.993728,Positive
718,ridoo0_,32.810012,-117.104989,Negative
719,Eb2Cold,33.859093,-117.585658,Positive
720,Tlow119,37.2691755,-119.3066075,Negative
721,stilltheheroes,33.689732,-117.7823605,Negative
722,DelanaCaliGrl,33.859093,-117.585658,Positive
723,MarkFloydThaut,33.1197645,-117.2083045,Positive
724,Sangricov,33.842863,-117.851089,Positive
725,WaspHopper,37.2691755,-119.3066075,Positive
726,SuperStar70557,32.810012,-117.104989,Negative
727,Crisflorida09,33.842863,-117.851089,Positive
728,Mx_andr,32.810012,-117.104989,Positive
729,DonaldSchmidt,32.810012,-117.104989,Positive
730,billhueyNBA,32.810012,-117.104989,Positive
731,everyEarthquake,33.6706667,-117.062,Positive
732,MASUNO909,33.810159,-117.824049,Positive
733,alfredopnd,37.2691755,-119.3066075,Negative
734,pampartydoll,33.501021,-117.1195165,Negative
735,xiankiefer,37.2691755,-119.3066075,Positive
736,ChipMessenger,32.810012,-117.104989,Positive
737,MeganOCRealtor,33.6415,-117.595,Negative
738,nucera_roberto,33.5513865,-117.643819,Positive
739,MrJayCroft,32.810012,-117.104989,Positive
740,mexitalian81,32.810012,-117.104989,Positive
741,Kingdakha92,33.842863,-117.851089,Negative
742,rocc_da_luxx,33.973046,-117.890736,Positive
743,LazyDogHQ,33.885807,-117.5205067,Positive
744,mattlogical,37.2691755,-119.3066075,Positive
745,hittaofficial,34.0451585,-117.603783,Positive
746,ChrisHouse__,32.810012,-117.104989,Negative
747,HalstonBoddy,37.2691755,-119.3066075,Positive
748,tmj_SAN_gensci,32.715738,-117.1610838,Positive
749,ellabobella416,33.226316,-117.320879,Negative
750,_obrien84_,33.5669805,-117.1965255,Positive
751,aldrine_ag,33.689732,-117.7823605,Positive
752,MarioBonola,34.0451585,-117.603783,Negative
753,towerofdaniels,33.921924000000004,-117.21792,Positive
754,_ignacio22,33.769045,-117.96854,Negative
755,monielizaca,33.739992,-117.8874385,Positive
756,MarioBonola,34.0451585,-117.603783,Positive
757,miko4n,33.1387415,-117.1668165,Negative
758,treytooactive,33.810159,-117.824049,Positive
759,_riomiyagi,33.8527355,-118.006657,Positive
760,joanietran,33.67,-117.78,Negative
761,ramvista_,33.8893475,-117.9248925,Negative
762,vahhleria92,33.739992,-117.8874385,Positive
763,DeeMann17,32.810012,-117.104989,Negative
764,suzannemayfiel7,33.747313500000004,-117.993728,Positive
765,fournicater,32.810012,-117.104989,Negative
766,givenscj,32.810012,-117.104989,Positive
767,threejjjays,34.0451585,-117.603783,Positive
768,_saltykine,33.603508000000005,-117.656773,Positive
769,SuckaFree1on1,32.810012,-117.104989,Positive
770,alfredopnd,37.2691755,-119.3066075,Positive
771,pampartydoll,33.501021,-117.1195165,Positive
772,_garretthughes,32.810012,-117.104989,Positive
773,TRACKGABE,37.2691755,-119.3066075,Negative
774,AsmusDevon,33.926652000000004,-117.8648185,Positive
775,MandaVision,32.810012,-117.104989,Positive
776,MaritzaAnahi,33.692542,-117.9987325,Positive
777,martymadrid,37.2691755,-119.3066075,Negative
778,ItsYungEmac,37.2691755,-119.3066075,Negative
779,DIProdco,33.692542,-117.9987325,Positive
780,Anyextee,34.0023805,-117.982366,Positive
781,suzannemayfiel7,33.747313500000004,-117.993728,Negative
782,ayo_alissaa,33.859093,-117.585658,Positive
783,alfredopnd,37.2691755,-119.3066075,Negative
784,j_paz93,33.692542,-117.9987325,Negative
785,furmple,32.810012,-117.104989,Positive
786,enriquevbjr,33.810159,-117.824049,Negative
787,yoitsaangiee,33.689732,-117.7823605,Negative
788,OmariWarren,32.810012,-117.104989,Negative
789,monielizaca,33.739992,-117.8874385,Positive
790,VanessaEscarce1,37.2691755,-119.3066075,Negative
791,pampartydoll,33.501021,-117.1195165,Positive
792,JustinSMassey,32.810012,-117.104989,Positive
793,alfredopnd,37.2691755,-119.3066075,Positive
794,tmj_fre_transp,36.6765725,-119.7194377,Positive
795,LIGHTS_nft,33.1387415,-117.1668165,Positive
796,JustSay74310747,33.603508000000005,-117.656773,Positive
797,myanimewaifu,37.2691755,-119.3066075,Negative
798,tiggerlily73,33.5669805,-117.1965255,Negative
799,charhermosa,37.2691755,-119.3066075,Positive
800,missbryana,33.8753,-117.566,Positive
801,monielizaca,33.739992,-117.8874385,Positive
802,ItsLaurenYvonne,37.2691755,-119.3066075,Positive
803,faithfullyadv,32.810012,-117.104989,Positive
804,MateoDeangelo,33.842863,-117.851089,Negative
805,fia_mxjiaa,33.842863,-117.851089,Negative
806,godgrrl,33.4194832,-117.62024024,Negative
807,MarkFloydThaut,33.1197645,-117.2083045,Positive
808,suzannemayfiel7,33.747313500000004,-117.993728,Positive
809,Jatodaro,33.547673,-117.7751835,Positive
810,charhermosa,37.2691755,-119.3066075,Positive
811,MateoDeangelo,33.842863,-117.851089,Negative
812,DarkfireCapital,32.810012,-117.104989,Positive
813,TerBush13,32.810012,-117.104989,Positive
814,weijerrychen,37.2691755,-119.3066075,Positive
815,kagebonito,33.8893475,-117.9248925,Positive
816,buffym04,33.184920500000004,-117.2397795,Positive
817,gigicuevass,37.2691755,-119.3066075,Negative
818,LeslieLance7,33.547673,-117.7751835,Positive
819,test5geo1798,37.2691755,-119.3066075,Positive
820,analogfilmphoto,32.810012,-117.104989,Positive
821,Sergiie,32.810012,-117.104989,Positive
822,215To562,37.2691755,-119.3066075,Positive
823,JoeyScarantino,33.6463475,-117.671611,Negative
824,Budmanthegreat,33.1387415,-117.1668165,Positive
825,LIGHTS_nft,33.1387415,-117.1668165,Negative
826,tmj_lax_nursing,33.9226618,-117.9600466,Positive
827,eubarr,37.2691755,-119.3066075,Negative
828,kagebonito,33.8893475,-117.9248925,Positive
829,TRACKGABE,37.2691755,-119.3066075,Positive
830,EastLosBolts,34.0023805,-117.982366,Positive
831,Budmanthegreat,33.1387415,-117.1668165,Negative
832,whales4life_,32.76452734,-117.22672286,Positive
833,visalawyerblog,32.810012,-117.104989,Positive
834,tmj_san_util,32.7162223,-117.1323579,Positive
835,emmthegr8,33.9248815,-117.947887,Positive
836,shindoverse,32.810012,-117.104989,Negative
837,furmple,32.810012,-117.104989,Positive
838,MsCoffe33484607,32.810012,-117.104989,Positive
839,wobbz_,34.0451585,-117.603783,Positive
840,pyroxiumn,37.2691755,-119.3066075,Positive
841,Mattstephen16,32.810012,-117.104989,Positive
842,playdaysdiecast,33.97498,-118.0458,Positive
843,Sergiie,32.810012,-117.104989,Positive
844,MichelleTsaiRE,33.9793435,-117.5800355,Positive
845,pampartydoll,33.501021,-117.1195165,Positive
846,CoachLisle,33.806112,-117.920859,Negative
847,KarinAbcarians,37.2691755,-119.3066075,Positive
848,alfredopnd,37.2691755,-119.3066075,Positive
849,OmariWarren,32.810012,-117.104989,Positive
850,TSuperbeast,32.810012,-117.104989,Positive
851,duchovny1231,33.615763,-117.257221,Positive
852,marca56,33.617638,-117.874032,Negative
853,buffym04,33.184920500000004,-117.2397795,Positive
854,varadmehta,32.810012,-117.104989,Positive
855,bryzus,32.810012,-117.104989,Positive
856,dadalita87,32.7155,-117.1585,Negative
857,LadyRomey,33.842863,-117.851089,Positive
858,Sergiie,32.810012,-117.104989,Negative
859,djjjfrost,37.2691755,-119.3066075,Negative
860,mandrews93DFS,32.810012,-117.104989,Positive
861,testgeo2021,37.2691755,-119.3066075,Positive
862,enriquevbjr,33.810159,-117.824049,Negative
863,HAI_is4_horses,33.438735,-117.618621,Negative
864,towerofdaniels,33.921924000000004,-117.21792,Negative
865,yoitsaangiee,33.689732,-117.7823605,Negative
866,Ver_Gee_Dee,33.900901000000005,-118.0071635,Positive
867,friarfrank7,32.810012,-117.104989,Negative
868,furmple,32.810012,-117.104989,Positive
869,RealKekee,33.935822,-117.397616,Positive
870,MrJayCroft,32.810012,-117.104989,Negative
871,ramvista_,33.8893475,-117.9248925,Positive
872,MJHurley52,33.7337835,-117.802135,Positive
873,ScrippsHealth,32.810012,-117.104989,Negative
874,duchovny1231,33.615763,-117.257221,Negative
875,SoCalBIGmike,33.7337835,-117.802135,Negative
876,MaryPtamary,32.810012,-117.104989,Negative
877,andrewvaldes_,33.9759175,-118.0188555,Positive
878,LauraLoanExpert,32.7155,-117.1585,Positive
879,BlackGirlGrape,33.842863,-117.851089,Negative
880,goreyReaper,33.935822,-117.397616,Positive
881,enriquevbjr,33.810159,-117.824049,Positive
882,rafalafaaa,33.9725155,-117.721761,Positive
883,MelloRello3,33.184920500000004,-117.2397795,Positive
884,madsakela,33.438735,-117.618621,Negative
885,CJMPadres23,37.2691755,-119.3066075,Positive
886,boyapocalypse_,37.2691755,-119.3066075,Negative
887,furmple,32.810012,-117.104989,Positive
888,treytooactive,33.810159,-117.824049,Positive
889,MercenariosPic1,32.810012,-117.104989,Positive
890,enriquevbjr,33.810159,-117.824049,Negative
891,treytooactive,33.810159,-117.824049,Positive
892,charhermosa,37.2691755,-119.3066075,Negative
893,djSHOWSHONNA,32.810012,-117.104989,Negative
894,Jdeurriola,33.842863,-117.851089,Positive
895,100MPRETTY,34.000125,-117.412405,Negative
896,zteca72,37.2691755,-119.3066075,Negative
897,OmariWarren,32.810012,-117.104989,Positive
898,tokyomegaplex,37.2691755,-119.3066075,Negative
899,wobbz_,34.0451585,-117.603783,Positive
900,gt_370,37.2691755,-119.3066075,Positive
901,Guadalahabra,33.9248815,-117.947887,Positive
902,elher13,37.2691755,-119.3066075,Positive
903,duchovny1231,33.615763,-117.257221,Positive
904,rynarayos,33.9873325,-117.6732545,Negative
905,buffym04,33.184920500000004,-117.2397795,Negative
906,itsablurrsir,33.935822,-117.397616,Negative
907,Mannecio,33.7293785,-116.9899205,Positive
908,TeDaStallion,37.2691755,-119.3066075,Negative
909,testgeo2021,37.2691755,-119.3066075,Positive
910,motobks8,32.810012,-117.104989,Negative
911,yoitsaangiee,33.689732,-117.7823605,Negative
912,DavidDeMera7,37.2691755,-119.3066075,Negative
913,samuelin_sam87,37.2691755,-119.3066075,Positive
914,Littlerastaman,33.842863,-117.851089,Positive
915,DarkfireCapital,32.810012,-117.104989,Negative
916,rqadri,33.689732,-117.7823605,Negative
917,towerofdaniels,33.921924000000004,-117.21792,Negative
918,goodmomliving,37.75,-122.28333333,Positive
919,FRESHprnce23,37.2691755,-119.3066075,Negative
920,chenysn,37.2691755,-119.3066075,Negative
921,Age08,33.16362763,-117.32927825,Positive
922,littlesheu,37.2691755,-119.3066075,Positive
923,charhermosa,37.2691755,-119.3066075,Negative
924,WaspHopper,37.2691755,-119.3066075,Positive
925,tmj_ca_purch,33.6839473,-117.7946942,Positive
926,yoitsaangiee,33.689732,-117.7823605,Negative
927,OmariWarren,32.810012,-117.104989,Negative
928,test5geo1798,37.2691755,-119.3066075,Positive
929,jessellejenae,33.973046,-117.890736,Positive
930,starlight348,34.0451585,-117.603783,Positive
931,connorfinley1,32.810012,-117.104989,Positive
932,varadmehta,32.810012,-117.104989,Positive
933,Vick_RepsHB,33.692542,-117.9987325,Positive
934,BlackGirlGrape,33.842863,-117.851089,Positive
935,i_amFatdaddy,32.810012,-117.104989,Negative
936,cinemaxwell,33.806112,-117.920859,Positive
937,LIGHTS_nft,33.1387415,-117.1668165,Positive
938,andyyscoming,33.842863,-117.851089,Negative
939,KeanuTrades,33.935822,-117.397616,Positive
940,duchovny1231,33.615763,-117.257221,Positive
941,michael_k_woods,37.2691755,-119.3066075,Positive
942,PrologistixJobs,33.878638,-117.226457,Positive
943,HalstonBoddy,37.2691755,-119.3066075,Positive
944,minseokjined_,33.8652,-117.99804,Positive
945,lindsgayh,37.2691755,-119.3066075,Negative
946,gt_370,37.2691755,-119.3066075,Positive
947,mattlogical,37.2691755,-119.3066075,Negative
948,biancansd,32.7155,-117.1585,Positive
949,FranklinsRule,32.810012,-117.104989,Positive
950,xkaylii,32.810012,-117.104989,Positive
951,_kassbekillinem,37.2691755,-119.3066075,Positive
952,_Thaaaatsherr,33.921924000000004,-117.21792,Positive
953,PapiFlowerz,32.810012,-117.104989,Negative
954,duchovny1231,33.615763,-117.257221,Positive
955,friarfrank7,32.810012,-117.104989,Negative
956,BeldenCharles,34.0451585,-117.603783,Negative
957,IAmTheJetSet,34.000125,-117.412405,Positive
958,brandopacheco_,33.501021,-117.1195165,Negative
959,AlisonNorwood,33.226316,-117.320879,Positive
960,Kevinpsb00,37.2691755,-119.3066075,Positive
961,thlaymanny,32.810012,-117.104989,Positive
962,ToddKemp76,33.812092,-117.918974,Negative
963,furmple,32.810012,-117.104989,Negative
964,PriinceSoReal_,33.842863,-117.851089,Negative
965,Billy12157,37.2691755,-119.3066075,Negative
966,joecannaccino,33.9725155,-117.721761,Positive
967,BrianaMoore,37.2691755,-119.3066075,Negative
968,A_Rosengreen,33.121483999999995,-117.2879235,Positive
969,ShamoonAdelina,37.2691755,-119.3066075,Positive
970,duchovny1231,33.615763,-117.257221,Negative
971,JustinSMassey,32.810012,-117.104989,Positive
972,SkyCirclesLA,33.70311422,-118.15523115,Negative
973,LIGHTS_nft,33.1387415,-117.1668165,Positive
974,kinghollis888,33.5669805,-117.1965255,Negative
975,Kyrodo,33.739992,-117.8874385,Positive
976,nicknenad,33.617638,-117.874032,Positive
977,tmj_LAJ_it,32.7657318,-117.199996,Positive
978,emmthegr8,33.9248815,-117.947887,Negative
979,Rickster_75,37.2691755,-119.3066075,Positive
980,enriquevbjr,33.810159,-117.824049,Positive
981,BENJ_Clothing,37.2691755,-119.3066075,Positive
982,towerofdaniels,33.921924000000004,-117.21792,Negative
983,WaspHopper,37.2691755,-119.3066075,Negative
984,_Thaaaatsherr,33.921924000000004,-117.21792,Negative
985,alexxxrene,33.810159,-117.824049,Positive
986,pepperthegr8,33.8416755,-117.521736,Negative
987,varadmehta,32.810012,-117.104989,Negative
988,furmple,32.810012,-117.104989,Positive
989,Exk33,33.9759175,-118.0188555,Positive
990,duchovny1231,33.615763,-117.257221,Positive
991,DouglasGrantLi1,37.2691755,-119.3066075,Positive
992,xkaylii,32.810012,-117.104989,Positive
993,ilikebigdecks,33.120359,-117.0723185,Positive
994,DelanaCaliGrl,33.859093,-117.585658,Negative
995,Rickster_75,37.2691755,-119.3066075,Positive
996,buffym04,33.184920500000004,-117.2397795,Positive
997,lissettenoelle,32.810012,-117.104989,Negative
998,brianwhite1990,33.935822,-117.397616,Positive
999,ChrisHouse__,32.810012,-117.104989,Negative
1000,zemnmez,33.842863,-117.851089,Negative
1001,duchovny1231,33.615763,-117.257221,Positive
1002,OmariWarren,32.810012,-117.104989,Negative
1003,enya_0809,34.0451585,-117.603783,Positive
1004,GridironAndWine,32.810012,-117.104989,Positive
1005,Kaplan4Kids,32.810012,-117.104989,Positive
1006,REV_Cycling,33.10605361,-117.22472187,Positive
1007,mclanea,32.810012,-117.104989,Negative
1008,towerofdaniels,33.921924000000004,-117.21792,Positive
1009,drshasta_,32.810012,-117.104989,Positive
1010,duchovny1231,33.615763,-117.257221,Positive
1011,nclight86,33.1100377,-117.0983007,Positive
1012,CJMPadres23,37.2691755,-119.3066075,Positive
1013,simplyyaileen,33.842863,-117.851089,Negative
1014,Mitchellmaisel,32.810012,-117.104989,Positive
1015,THESITHLIST,33.842863,-117.851089,Negative
1016,tmj_san_transp,32.8250787,-117.091176,Positive
1017,Hempette710,33.935822,-117.397616,Positive
1018,Cankashi,32.810012,-117.104989,Negative
1019,MIGGIE611,33.5066425,-117.649072,Positive
1020,_Thaaaatsherr,33.921924000000004,-117.21792,Positive
1021,HAI_is4_horses,33.438735,-117.618621,Positive
1022,everyEarthquake,33.5246658,-116.3099976,Positive
1023,jonathan_shen7,33.692542,-117.9987325,Positive
1024,RickyRebelRocks,37.2691755,-119.3066075,Negative
1025,its_ash,33.9248815,-117.947887,Negative
1026,kamkim,33.5519,-117.6384,Positive
1027,tumi7505,33.689732,-117.7823605,Positive
1028,mark_mark1media,33.1387415,-117.1668165,Positive
1029,KevinRosiles27,32.810012,-117.104989,Positive
1030,VivianLeal123,37.2691755,-119.3066075,Negative
1031,sdsportsfiend,32.810012,-117.104989,Negative
1032,mark_mark1media,33.1387415,-117.1668165,Positive
1033,geravitywave,37.2691755,-119.3066075,Positive
1034,WuesteTed,33.689732,-117.7823605,Negative
1035,tmj_LAJ_secure,32.715738,-117.1610838,Positive
1036,PBevBallNPrep,33.859093,-117.585658,Positive
1037,ALLIN1PRO,33.146359,-117.241724,Positive
1038,ahaghver23,32.810012,-117.104989,Negative
1039,Hempette710,33.935822,-117.397616,Negative
1040,Joginde76012007,33.8904245,-117.789005,Negative
1041,MorningMist,33.80978599,-117.83900008,Positive
1042,MarkFloydThaut,33.1197645,-117.2083045,Negative
1043,Yvonneezy,33.226316,-117.320879,Positive
1044,tmj_CAO_skltrd,34.0633443,-117.6508876,Positive
1045,marca56,33.617638,-117.874032,Positive
1046,test5geo1798,37.2691755,-119.3066075,Positive
1047,duchovny1231,33.615763,-117.257221,Negative
1048,Dallas_Albury,37.2691755,-119.3066075,Negative
1049,bomaizey,33.121483999999995,-117.2879235,Negative
1050,tokyomegaplex,37.2691755,-119.3066075,Negative
1051,itspaulquinzy,37.2691755,-119.3066075,Negative
1052,adamlouistv,32.810012,-117.104989,Positive
1053,Ehukai411,32.810012,-117.104989,Negative
1054,Vick_RepsHB,33.692542,-117.9987325,Negative
1055,TomAbles,32.810012,-117.104989,Positive
1056,chicadesirenita,32.810012,-117.104989,Positive
1057,cscimeca1601,37.2691755,-119.3066075,Negative
1058,duchovny1231,33.615763,-117.257221,Positive
1059,Ayeee_Putaaa,33.184920500000004,-117.2397795,Negative
1060,MorningMist,33.81005351,-117.83720034,Positive
1061,quis__custodiet,34.18875,-118.24699,Positive
1062,towerofdaniels,33.921924000000004,-117.21792,Positive
1063,MelloRello3,33.184920500000004,-117.2397795,Positive
1064,rocc_da_luxx,34.000937,-117.815428,Negative
1065,angeIiques,33.842863,-117.851089,Negative
1066,Sergiie,32.810012,-117.104989,Positive
1067,Simeone7,32.810012,-117.104989,Positive
1068,ephstephanie,33.689732,-117.7823605,Positive
1069,curlysuzey,33.900901000000005,-118.0071635,Negative
1070,AndiScaletta,33.692542,-117.9987325,Positive
1071,zemnmez,33.842863,-117.851089,Negative
1072,thetequilapapi,33.689732,-117.7823605,Negative
1073,KeanuTrades,33.935822,-117.397616,Positive
1074,jclinger23,33.8904245,-117.789005,Negative
1075,davidlopez85,33.739992,-117.8874385,Positive
1076,jasmynandrewsss,37.2691755,-119.3066075,Negative
1077,SkyCirclesLA,33.7177515,-118.13120401,Negative
1078,JakeDuarte43,37.2691755,-119.3066075,Negative
1079,adam_ayala,34.0023805,-117.982366,Negative
